X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-81.03899,46.71284,Sudbury District,2013,Splake,Pigeon Lake,lac Pigeon,,17-4970-51730,HANMER,Yearlings,1000,46.71284,-81.03899,11873
-79.79781,46.93395,North Bay District,2012,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,500,46.93395,-79.79781,6890
-79.79781,46.93395,North Bay District,2021,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,500,46.93395,-79.79781,7083
-79.79781,46.93395,North Bay District,2018,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,1000,46.93395,-79.79781,7119
-79.79781,46.93395,North Bay District,2013,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,210,46.93395,-79.79781,7217
-79.79781,46.93395,North Bay District,2014,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,1000,46.93395,-79.79781,7296
-79.79781,46.93395,North Bay District,2016,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,1075,46.93395,-79.79781,7332
-79.79781,46.93395,North Bay District,2019,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,500,46.93395,-79.79781,7549
-79.79781,46.93395,North Bay District,2020,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,1500,46.93395,-79.79781,7628
-79.79781,46.93395,North Bay District,2017,Splake,Pig Lake,lac Pig,,17-5915-51983,LAW,Yearlings,750,46.93395,-79.79781,7646
-84.26994,46.82199,Sault Ste. Marie District,2014,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,9450
-84.26994,46.82199,Sault Ste. Marie District,2012,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,10000
-84.26994,46.82199,Sault Ste. Marie District,2020,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,10108
-84.26994,46.82199,Sault Ste. Marie District,2018,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,10512
-84.26994,46.82199,Sault Ste. Marie District,2016,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82199,-84.26994,10910
-84.13438,46.69172,Sault Ste. Marie District,2013,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,9313
-84.13438,46.69172,Sault Ste. Marie District,2014,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,9449
-84.13438,46.69172,Sault Ste. Marie District,2015,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,9909
-84.13438,46.69172,Sault Ste. Marie District,2012,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,9999
-84.13438,46.69172,Sault Ste. Marie District,2020,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,10107
-84.13438,46.69172,Sault Ste. Marie District,2019,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,10293
-84.13438,46.69172,Sault Ste. Marie District,2017,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,10358
-84.13438,46.69172,Sault Ste. Marie District,2018,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,10511
-84.13438,46.69172,Sault Ste. Marie District,2021,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,500,46.69172,-84.13438,10756
-84.13438,46.69172,Sault Ste. Marie District,2016,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69172,-84.13438,10909
-81.41148,47.30895,Timmins District,2013,Brook Trout,Pheasant Lake,lac Pheasant,,17-4689-52394,BEULAH,Yearlings,449,47.30895,-81.41148,12462
-81.41148,47.30895,Timmins District,2019,Brook Trout,Pheasant Lake,lac Pheasant,,17-4689-52394,BEULAH,Yearlings,500,47.30895,-81.41148,12665
-81.41148,47.30895,Timmins District,2017,Brook Trout,Pheasant Lake,lac Pheasant,,17-4689-52394,BEULAH,Yearlings,375,47.30895,-81.41148,12813
-81.41148,47.30895,Timmins District,2021,Brook Trout,Pheasant Lake,lac Pheasant,,17-4689-52394,BEULAH,Yearlings,500,47.30895,-81.41148,13306
-76.55355,45.18421,Kemptville District,2015,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4129
-76.55355,45.18421,Kemptville District,2016,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4153
-76.55355,45.18421,Kemptville District,2017,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,500,45.18421,-76.55355,4176
-76.55355,45.18421,Kemptville District,2017,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2000,45.18421,-76.55355,4177
-76.55355,45.18421,Kemptville District,2018,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4198
-76.55355,45.18421,Kemptville District,2012,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,3000,45.18421,-76.55355,4563
-76.55355,45.18421,Kemptville District,2013,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,1500,45.18421,-76.55355,4592
-76.55355,45.18421,Kemptville District,2014,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4616
-76.55355,45.18421,Kemptville District,2019,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4639
-76.55355,45.18421,Kemptville District,2020,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,1500,45.18421,-76.55355,4665
-76.55355,45.18421,Kemptville District,2021,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2500,45.18421,-76.55355,4687
-80.103158,48.5256343,Kirkland Lake District,2016,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,900,48.5256343,-80.103158,4255
-80.103158,48.5256343,Kirkland Lake District,2014,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,1000,48.5256343,-80.103158,4320
-80.103158,48.5256343,Kirkland Lake District,2015,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Adult,50,48.5256343,-80.103158,4379
-80.103158,48.5256343,Kirkland Lake District,2012,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,1000,48.5256343,-80.103158,4488
-80.103158,48.5256343,Kirkland Lake District,2013,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,1000,48.5256343,-80.103158,4979
-80.103158,48.5256343,Kirkland Lake District,2018,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,900,48.5256343,-80.103158,5068
-80.103158,48.5256343,Kirkland Lake District,2019,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,900,48.5256343,-80.103158,5389
-80.103158,48.5256343,Kirkland Lake District,2017,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,950,48.5256343,-80.103158,5467
-80.103158,48.5256343,Kirkland Lake District,2020,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,900,48.5256343,-80.103158,5614
-89.7809559,48.4928025,Thunder Bay District,2013,Brook Trout,Peridotite Lake,lac Peridotite,,16-2943-53736,ADRIAN,Fingerlings,4500,48.4928025,-89.7809559,11976
-89.7809559,48.4928025,Thunder Bay District,2018,Brook Trout,Peridotite Lake,lac Peridotite,,16-2943-53736,ADRIAN,Fingerlings,7000,48.4928025,-89.7809559,12358
-89.7809559,48.4928025,Thunder Bay District,2020,Brook Trout,Peridotite Lake,lac Peridotite,,16-2943-53736,ADRIAN,Fingerlings,7000,48.4928025,-89.7809559,12575
-89.7809559,48.4928025,Thunder Bay District,2016,Brook Trout,Peridotite Lake,lac Peridotite,,16-2943-53736,ADRIAN,Fingerlings,6000,48.4928025,-89.7809559,12861
-94.1009912,49.7680398,Kenora District,2016,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,1500,49.7680398,-94.1009912,4011
-94.1009912,49.7680398,Kenora District,2016,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,3000,49.7680398,-94.1009912,4013
-94.1009912,49.7680398,Kenora District,2018,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,2000,49.7680398,-94.1009912,4031
-94.1009912,49.7680398,Kenora District,2018,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,3000,49.7680398,-94.1009912,4033
-94.1009912,49.7680398,Kenora District,2020,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,1500,49.7680398,-94.1009912,4051
-94.1009912,49.7680398,Kenora District,2020,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,2200,49.7680398,-94.1009912,4055
-94.1009912,49.7680398,Kenora District,2021,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,1500,49.7680398,-94.1009912,4068
-94.1009912,49.7680398,Kenora District,2021,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,2200,49.7680398,-94.1009912,4073
-94.1009912,49.7680398,Kenora District,2012,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,750,49.7680398,-94.1009912,4707
-94.1009912,49.7680398,Kenora District,2012,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,4776,49.7680398,-94.1009912,4709
-94.1009912,49.7680398,Kenora District,2012,Splake,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,500,49.7680398,-94.1009912,4711
-94.1009912,49.7680398,Kenora District,2013,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,500,49.7680398,-94.1009912,4716
-94.1009912,49.7680398,Kenora District,2014,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,500,49.7680398,-94.1009912,4725
-94.1009912,49.7680398,Kenora District,2014,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,4000,49.7680398,-94.1009912,4727
-94.1009912,49.7680398,Kenora District,2014,Splake,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,500,49.7680398,-94.1009912,4729
-76.75578,45.13254,Kemptville District,2014,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,4286,45.13254,-76.75578,4062
-76.75578,45.13254,Kemptville District,2016,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13254,-76.75578,4166
-76.75578,45.13254,Kemptville District,2016,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13254,-76.75578,4167
-76.75578,45.13254,Kemptville District,2018,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13254,-76.75578,4209
-76.75578,45.13254,Kemptville District,2018,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13254,-76.75578,4210
-76.75578,45.13254,Kemptville District,2012,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,3338,45.13254,-76.75578,4580
-76.75578,45.13254,Kemptville District,2012,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,1662,45.13254,-76.75578,4581
-76.75578,45.13254,Kemptville District,2014,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,714,45.13254,-76.75578,4626
-76.75578,45.13254,Kemptville District,2020,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,500,45.13254,-76.75578,4678
-77.89526,46.19866,Pembroke District,2015,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8005
-77.89526,46.19866,Pembroke District,2014,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8104
-77.89526,46.19866,Pembroke District,2012,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8516
-77.89526,46.19866,Pembroke District,2013,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8696
-77.89526,46.19866,Pembroke District,2017,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8823
-77.89526,46.19866,Pembroke District,2016,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,8911
-77.89526,46.19866,Pembroke District,2019,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,9153
-77.89526,46.19866,Pembroke District,2018,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,9234
-77.89526,46.19866,Pembroke District,2020,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,500,46.19866,-77.89526,9564
-77.89526,46.19866,Pembroke District,2021,Splake,Perch Lake,lac Perch,,18-2766-51200,HEAD,Yearlings,600,46.19866,-77.89526,9824
-79.099208,45.3428861,Parry Sound District,2015,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,4500,45.3428861,-79.099208,7650
-79.099208,45.3428861,Parry Sound District,2014,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,4500,45.3428861,-79.099208,7687
-79.099208,45.3428861,Parry Sound District,2016,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,4500,45.3428861,-79.099208,7889
-79.099208,45.3428861,Parry Sound District,2012,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,7917
-79.099208,45.3428861,Parry Sound District,2013,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,4500,45.3428861,-79.099208,7979
-79.099208,45.3428861,Parry Sound District,2017,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,2975,45.3428861,-79.099208,8355
-79.099208,45.3428861,Parry Sound District,2020,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,8430
-79.099208,45.3428861,Parry Sound District,2021,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,8483
-79.099208,45.3428861,Parry Sound District,2018,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,8719
-79.099208,45.3428861,Parry Sound District,2019,Lake Trout,Peninsula Lake,lac Peninsula,,17-6488-50221,FRANKLIN,Yearlings,3000,45.3428861,-79.099208,8776
-78.352369,44.8094133,Bancroft District,2017,Lake Trout,Pencil Lake,lac Pencil,,17-7095-49652,CAVENDISH,Yearlings,800,44.8094133,-78.352369,1977
-77.95112,45.42485,Bancroft District,2013,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42485,-77.95112,120
-77.95112,45.42485,Bancroft District,2015,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42485,-77.95112,883
-77.95112,45.42485,Bancroft District,2019,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42485,-77.95112,1544
-77.95112,45.42485,Bancroft District,2017,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1600,45.42485,-77.95112,1747
-77.95112,45.42485,Bancroft District,2021,Brook Trout,Pell Lake,lac Pell,,18-2692-50333,LYELL,Yearlings,1011,45.42485,-77.95112,2615
-84.13549,49.90869,Hearst District,2017,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,900,49.90869,-84.13549,3385
-84.13549,49.90869,Hearst District,2013,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,2000,49.90869,-84.13549,3750
-84.13549,49.90869,Hearst District,2015,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,400,49.90869,-84.13549,3972
-84.13549,49.90869,Hearst District,2021,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,2000,49.90869,-84.13549,4536
-84.13549,49.90869,Hearst District,2019,Brook Trout,Pelican Lake,lac Pelican,,16-7057-55322,ROGERS,Yearlings,2000,49.90869,-84.13549,4796
-78.65279,45.54921,Algonquin Park Zone - Ontario Parks,2012,Splake,Peck Lake,lac Peck,,17-6832-50464,PECK,Yearlings,1000,45.54921,-78.65279,23
-78.65279,45.54921,Algonquin Park Zone - Ontario Parks,2014,Splake,Peck Lake,lac Peck,,17-6832-50464,PECK,Yearlings,1000,45.54921,-78.65279,70
-78.65279,45.54921,Algonquin Park Zone - Ontario Parks,2020,Splake,Peck Lake,lac Peck,,17-6832-50464,PECK,Yearlings,1000,45.54921,-78.65279,344
-78.65279,45.54921,Algonquin Park Zone - Ontario Parks,2016,Splake,Peck Lake,lac Peck,,17-6832-50464,PECK,Yearlings,1000,45.54921,-78.65279,360
-78.65279,45.54921,Algonquin Park Zone - Ontario Parks,2018,Splake,Peck Lake,lac Peck,,17-6832-50464,PECK,Yearlings,1100,45.54921,-78.65279,600
-81.88372,47.86729,Timmins District,2013,Brook Trout,Pearl Lake,lac Pearl,,17-4339-53017,WIGLE,Yearlings,898,47.86729,-81.88372,12461
-81.88372,47.86729,Timmins District,2019,Brook Trout,Pearl Lake,lac Pearl,,17-4339-53017,WIGLE,Yearlings,1000,47.86729,-81.88372,12664
-81.88372,47.86729,Timmins District,2017,Brook Trout,Pearl Lake,lac Pearl,,17-4339-53017,WIGLE,Yearlings,750,47.86729,-81.88372,12812
-81.88372,47.86729,Timmins District,2021,Brook Trout,Pearl Lake,lac Pearl,,17-4339-53017,WIGLE,Yearlings,1000,47.86729,-81.88372,13305
-90.0788908,48.160215,Thunder Bay District,2012,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,950,48.160215,-90.0788908,11836
-90.0788908,48.160215,Thunder Bay District,2021,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12032
-81.8767531,47.4583155,Timmins District,2012,Brook Trout,Paul Lake,lac Paul,,17-4339-52563,INVERGARRY,Yearlings,500,47.4583155,-81.8767531,12067
-90.0788908,48.160215,Thunder Bay District,2014,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12149
-81.8767531,47.4583155,Timmins District,2016,Brook Trout,Paul Lake,lac Paul,,17-4339-52563,INVERGARRY,Yearlings,500,47.4583155,-81.8767531,12222
-81.8767531,47.4583155,Timmins District,2018,Brook Trout,Paul Lake,lac Paul,,17-4339-52563,INVERGARRY,Yearlings,500,47.4583155,-81.8767531,12281
-90.0788908,48.160215,Thunder Bay District,2018,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12375
-90.0788908,48.160215,Thunder Bay District,2019,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12531
-90.0788908,48.160215,Thunder Bay District,2020,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12592
-81.8767531,47.4583155,Timmins District,2020,Brook Trout,Paul Lake,lac Paul,,17-4339-52563,INVERGARRY,Yearlings,500,47.4583155,-81.8767531,12728
-90.0788908,48.160215,Thunder Bay District,2015,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12729
-81.8767531,47.4583155,Timmins District,2014,Brook Trout,Paul Lake,lac Paul,,17-4339-52563,INVERGARRY,Yearlings,500,47.4583155,-81.8767531,12737
-90.0788908,48.160215,Thunder Bay District,2016,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1250,48.160215,-90.0788908,12877
-90.0788908,48.160215,Thunder Bay District,2017,Splake,Paul Lake,lac Paul,,15-7172-53380,HARDWICK,Yearlings,1000,48.160215,-90.0788908,12913
-78.07973,45.30505,Bancroft District,2012,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.30505,-78.07973,242
-78.07973,45.30505,Bancroft District,2014,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.30505,-78.07973,999
-78.07973,45.30505,Bancroft District,2020,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.30505,-78.07973,1430
-78.07973,45.30505,Bancroft District,2018,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.30505,-78.07973,1651
-78.07973,45.30505,Bancroft District,2016,Brook Trout,Pat Lake,lac Pat,,17-7289-50208,MCCLURE,Yearlings,1200,45.30505,-78.07973,1875
-81.15146,47.5945,Timmins District,2013,Brook Trout,Pat Lake,lac Pat,,17-4886-52710,MACMURCHY,Yearlings,897,47.5945,-81.15146,12460
-81.15146,47.5945,Timmins District,2019,Brook Trout,Pat Lake,lac Pat,,17-4886-52710,MACMURCHY,Yearlings,1000,47.5945,-81.15146,12663
-81.15146,47.5945,Timmins District,2017,Brook Trout,Pat Lake,lac Pat,,17-4886-52710,MACMURCHY,Yearlings,563,47.5945,-81.15146,12811
-81.15146,47.5945,Timmins District,2021,Brook Trout,Pat Lake,lac Pat,,17-4886-52710,MACMURCHY,Yearlings,1000,47.5945,-81.15146,13304
-88.7355597,48.5630704,Thunder Bay District,2012,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1500,48.5630704,-88.7355597,11834
-88.7355597,48.5630704,Thunder Bay District,2013,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1662,48.5630704,-88.7355597,11994
-88.7355597,48.5630704,Thunder Bay District,2021,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,2260,48.5630704,-88.7355597,12030
-88.7355597,48.5630704,Thunder Bay District,2021,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1500,48.5630704,-88.7355597,12031
-88.7355597,48.5630704,Thunder Bay District,2014,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1500,48.5630704,-88.7355597,12148
-88.7355597,48.5630704,Thunder Bay District,2015,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,2500,48.5630704,-88.7355597,12204
-88.7355597,48.5630704,Thunder Bay District,2018,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1500,48.5630704,-88.7355597,12374
-88.7355597,48.5630704,Thunder Bay District,2019,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1500,48.5630704,-88.7355597,12529
-88.7355597,48.5630704,Thunder Bay District,2019,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,1000,48.5630704,-88.7355597,12530
-88.7355597,48.5630704,Thunder Bay District,2020,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,3000,48.5630704,-88.7355597,12591
-88.7355597,48.5630704,Thunder Bay District,2016,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,2000,48.5630704,-88.7355597,12876
-88.7355597,48.5630704,Thunder Bay District,2017,Splake,Pass Lake,lac Pass,,16-3720-53801,SIBLEY,Yearlings,2000,48.5630704,-88.7355597,12912
-87.7167119,49.7005473,Nipigon District,2019,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,2000,49.7005473,-87.7167119,6088
-87.7167119,49.7005473,Nipigon District,2013,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,2000,49.7005473,-87.7167119,6182
-87.7167119,49.7005473,Nipigon District,2013,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,2000,49.7005473,-87.7167119,6183
-87.7167119,49.7005473,Nipigon District,2017,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,3999,49.7005473,-87.7167119,6429
-87.7167119,49.7005473,Nipigon District,2021,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,2000,49.7005473,-87.7167119,6449
-87.7167119,49.7005473,Nipigon District,2015,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,4000,49.7005473,-87.7167119,6674
-87.7167119,49.7005473,Nipigon District,2020,Lake Trout,Pasha Lake,lac Pasha,,16-4483-55053,WALTERS,Yearlings,1658,49.7005473,-87.7167119,6812
-78.78751,45.13061,Bancroft District,2012,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,241
-78.78751,45.13061,Bancroft District,2015,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,500,45.13061,-78.78751,882
-78.78751,45.13061,Bancroft District,2014,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,998
-78.78751,45.13061,Bancroft District,2020,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,1429
-78.78751,45.13061,Bancroft District,2019,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,233,45.13061,-78.78751,1543
-78.78751,45.13061,Bancroft District,2018,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,800,45.13061,-78.78751,1650
-78.78751,45.13061,Bancroft District,2017,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,475,45.13061,-78.78751,1741
-78.78751,45.13061,Bancroft District,2017,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,1744
-78.78751,45.13061,Bancroft District,2021,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,2613
-78.78751,45.13061,Bancroft District,2021,Brook Trout,Partridge Lake,lac Partridge,,17-6740-49996,STANHOPE,Yearlings,300,45.13061,-78.78751,2614
-81.0162,48.69729,Timmins District,2012,Brook Trout,Partridge Lake,lac Partridge,,17-4988-53936,EVELYN,Yearlings,200,48.69729,-81.0162,12066
