Species,Official_Waterbody_Name,Number_of_Fish_Stocked,Latitude,Longitude
Brook Trout,Brilliant Lake,1600,46.67644,-84.15049
Brook Trout,Brilliant Lake,1800,46.67644,-84.15049
Brook Trout,Brilliant Lake,1800,46.67644,-84.15049
Brook Trout,Brilliant Lake,1800,46.67644,-84.15049
Brook Trout,Brilliant Lake,1800,46.67644,-84.15049
Brook Trout,Brilliant Lake,1800,46.67644,-84.15049
Brook Trout,Brilliant Lake,1600,46.67644,-84.15049
Brook Trout,Bright Lake,1000,45.3910314,-78.8463835
Brook Trout,Bright Lake,500,45.3910314,-78.8463835
Brook Trout,Bright Lake,1000,45.3910314,-78.8463835
Brook Trout,Bright Lake,1500,45.3910314,-78.8463835
Brook Trout,Bright Lake,1400,45.3910314,-78.8463835
Splake,Bridget Lake,500,47.8964188,-84.8543932
Splake,Bridget Lake,500,47.8964188,-84.8543932
Rainbow Trout,Bridget Lake,1400,47.8964188,-84.8543932
Rainbow Trout,Bridget Lake,1300,47.8964188,-84.8543932
Rainbow Trout,Bridget Lake,30,47.8964188,-84.8543932
Splake,Brewer Lake,5000,45.59033,-78.30722
Splake,Brewer Lake,5000,45.59033,-78.30722
Splake,Brewer Lake,5000,45.59033,-78.30722
Splake,Brewer Lake,5000,45.59033,-78.30722
Splake,Brewer Lake,2000,45.59033,-78.30722
Splake,Brewer Lake,4900,45.59033,-78.30722
Splake,Brewer Lake,500,45.59033,-78.30722
Splake,Bremner Lake,500,48.05286,-84.60188
Splake,Bremner Lake,1000,48.05286,-84.60188
Splake,Bremner Lake,1300,48.05286,-84.60188
Splake,Bremner Lake,1000,48.05286,-84.60188
Splake,Bremner Lake,525,48.05286,-84.60188
Splake,Bremner Lake,1300,48.05286,-84.60188
Splake,Bremner Lake,1000,48.05286,-84.60188
Splake,Bremner Lake,1000,48.05286,-84.60188
Splake,Breeches Lake,3000,47.2340657,-79.8771721
Splake,Breeches Lake,2000,47.2340657,-79.8771721
Splake,Breeches Lake,2000,47.2340657,-79.8771721
Splake,Breeches Lake,1300,47.2340657,-79.8771721
Splake,Breeches Lake,2500,47.2340657,-79.8771721
Lake Trout,Brave Lake,1500,49.8537,-84.34466
Lake Trout,Brave Lake,1452,49.8537,-84.34466
Lake Trout,Brave Lake,4000,49.8537,-84.34466
Lake Trout,Brave Lake,1000,49.8537,-84.34466
Lake Trout,Brave Lake,2275,49.8537,-84.34466
Lake Trout,Brave Lake,1500,49.8537,-84.34466
Lake Trout,Brave Lake,1500,49.8537,-84.34466
Lake Trout,Brave Lake,1400,49.8537,-84.34466
Lake Trout,Brave Lake,1500,49.8537,-84.34466
Splake,Boyer Lake,550,46.97589,-83.35685
Splake,Boyer Lake,800,46.97589,-83.35685
Splake,Boyer Lake,740,46.97589,-83.35685
Splake,Boyer Lake,800,46.97589,-83.35685
Splake,Boyer Lake,700,46.97589,-83.35685
Splake,Boy Lake,3000,45.4305568,-79.9947186
Splake,Boy Lake,700,45.4305568,-79.9947186
Splake,Boy Lake,700,45.4305568,-79.9947186
Splake,Boy Lake,2100,45.4305568,-79.9947186
Splake,Boy Lake,700,45.4305568,-79.9947186
Splake,Bow Lake,650,44.6949521,-77.9917287
Splake,Bow Lake,550,44.6949521,-77.9917287
Splake,Bow Lake,550,44.6949521,-77.9917287
Splake,Bow Lake,600,44.6949521,-77.9917287
Splake,Bow Lake,600,44.6949521,-77.9917287
Splake,Bow Lake,800,44.6949521,-77.9917287
Brook Trout,Bow Lake,500,48.3873,-80.78286
Brook Trout,Bow Lake,500,48.3873,-80.78286
Brook Trout,Bow Lake,500,48.3873,-80.78286
Brook Trout,Bow Lake,500,48.3873,-80.78286
Brook Trout,Bow Lake,500,48.3873,-80.78286
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1350,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,2000,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Boundary Lake,1500,46.3573377,-81.94348
Brook Trout,Bottle Lake,2000,45.0144663,-76.6713046
Brook Trout,Bottle Lake,2000,45.0144663,-76.6713046
Brook Trout,Bottle Lake,2000,45.0144663,-76.6713046
Brook Trout,Bottle Lake,1500,45.0144663,-76.6713046
Brook Trout,Bottle Lake,2000,45.0144663,-76.6713046
Rainbow Trout,Bottle Lake,1000,45.0144663,-76.6713046
Rainbow Trout,Bottle Lake,1500,45.0144663,-76.6713046
Rainbow Trout,Bottle Lake,1806,45.0144663,-76.6713046
Brook Trout,Botham Lake,1500,48.69591,-85.9686
Brook Trout,Botham Lake,1500,48.69591,-85.9686
Brook Trout,Botham Lake,1000,48.69591,-85.9686
Brook Trout,Botham Lake,1500,48.69591,-85.9686
Brook Trout,Botham Lake,900,48.69591,-85.9686
Brook Trout,Botham Lake,1500,48.69591,-85.9686
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,18200,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,20000,47.6099449,-80.9474885
Brook Trout,Boot Lake,19985,47.6099449,-80.9474885
Rainbow Trout,Boobus Lake,1250,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3500,49.4706682,-87.1554476
Splake,Boobus Lake,3500,49.4706682,-87.1554476
Brook Trout,Boobus Lake,2000,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1250,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3498,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,2566,49.4706682,-87.1554476
Splake,Boobus Lake,3993,49.4706682,-87.1554476
Brook Trout,Boobus Lake,1500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1500,49.4706682,-87.1554476
Splake,Boobus Lake,3999,49.4706682,-87.1554476
Brook Trout,Boobus Lake,3000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,2000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,3000,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1000,49.4706682,-87.1554476
Splake,Boobus Lake,1000,49.4706682,-87.1554476
Splake,Boobus Lake,4000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,1500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1250,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3500,49.4706682,-87.1554476
Splake,Boobus Lake,3500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3500,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,1500,49.4706682,-87.1554476
Brook Trout,Boobus Lake,1412,49.4706682,-87.1554476
Splake,Boobus Lake,4000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,2000,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,2000,49.4706682,-87.1554476
Splake,Boobus Lake,4000,49.4706682,-87.1554476
Brook Trout,Boobus Lake,3250,49.4706682,-87.1554476
Brook Trout,Boobus Lake,1324,49.4706682,-87.1554476
Splake,Boobus Lake,3500,49.4706682,-87.1554476
Brook Trout,Boobus Lake,2249,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,1250,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,3250,49.4706682,-87.1554476
Splake,Boobus Lake,3994,49.4706682,-87.1554476
Splake,Boobus Lake,5100,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,2000,49.4706682,-87.1554476
Rainbow Trout,Boobus Lake,2500,49.4706682,-87.1554476
Splake,Boobus Lake,6321,49.4706682,-87.1554476
Splake,Boobus Lake,1615,49.4706682,-87.1554476
Brook Trout,Bond Lake,1000,43.9333348,-79.4484644
Walleye,Bond Lake,70,43.9333348,-79.4484644
Walleye,Bond Lake,122,43.9333348,-79.4484644
Walleye,Bond Lake,65,43.9333348,-79.4484644
Brook Trout,Bond Lake,1141,43.9333348,-79.4484644
Brook Trout,Bond Lake,1300,43.9333348,-79.4484644
Walleye,Bond Lake,992,43.9333348,-79.4484644
Walleye,Bond Lake,15,43.9333348,-79.4484644
Walleye,Bond Lake,114,43.9333348,-79.4484644
Splake,Bold Lake,7078,49.0070475,-92.1093249
Splake,Bold Lake,7000,49.0070475,-92.1093249
Splake,Bold Lake,7000,49.0070475,-92.1093249
Splake,Bold Lake,7000,49.0070475,-92.1093249
Splake,Bold Lake,7000,49.0070475,-92.1093249
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Brook Trout,Bojack Lake,1000,46.81922,-84.24244
Splake,Bobtail Lake,997,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Splake,Bobtail Lake,927,47.579651,-81.0479957
Splake,Bobtail Lake,900,47.579651,-81.0479957
Splake,Bobtail Lake,1000,47.579651,-81.0479957
Walleye,Bobs Lake,34283,44.6812284,-76.587651
Rainbow Trout,Bob Lake,1000,47.6014647,-81.1551098
Rainbow Trout,Bob Lake,1000,47.6014647,-81.1551098
Rainbow Trout,Bob Lake,1000,47.6014647,-81.1551098
Rainbow Trout,Bob Lake,733,47.6014647,-81.1551098
Rainbow Trout,Bob Lake,1000,47.6014647,-81.1551098
Brook Trout,Boat Lake,400,46.77283,-83.87409
Brook Trout,Boat Lake,400,46.77283,-83.87409
Brook Trout,Boat Lake,400,46.77283,-83.87409
Brook Trout,Boat Lake,400,46.77283,-83.87409
Brook Trout,Boat Lake,400,46.77283,-83.87409
Brook Trout,Bluff Lake,2000,48.9566432,-87.2486922
Brook Trout,Bluff Lake,2230,48.9566432,-87.2486922
Brook Trout,Bluff Lake,2000,48.9566432,-87.2486922
Brook Trout,Bluff Lake,2000,48.9566432,-87.2486922
Brook Trout,Bluebill Lake,999,48.94369,-87.67313
Brook Trout,Bluebill Lake,500,48.94369,-87.67313
Brook Trout,Bluebill Lake,1000,48.94369,-87.67313
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Blueberry Lake,1600,48.5809616,-80.1593966
Splake,Blueberry Lake,1445,48.5809616,-80.1593966
Splake,Blueberry Lake,1700,48.5809616,-80.1593966
Splake,Bluebelle Lake,6000,49.77786,-84.2466
Splake,Bluebelle Lake,3386,49.77786,-84.2466
Splake,Bluebelle Lake,5000,49.77786,-84.2466
Splake,Bluebelle Lake,5800,49.77786,-84.2466
Splake,Bluebelle Lake,3000,49.77786,-84.2466
Splake,Bluebelle Lake,5700,49.77786,-84.2466
Splake,Bluebelle Lake,5000,49.77786,-84.2466
Splake,Bluebelle Lake,5000,49.77786,-84.2466
Splake,Bluebelle Lake,5500,49.77786,-84.2466
Brook Trout,Blue Heaven Lake,150,46.5091092,-83.4213891
Brook Trout,Blue Heaven Lake,150,46.5091092,-83.4213891
Splake,Blue Lake,2500,44.8906,-77.03829
Splake,Blue Lake,2500,44.8906,-77.03829
Splake,Blue Lake,2500,44.8906,-77.03829
Splake,Blue Lake,2500,44.8906,-77.03829
Splake,Blue Lake,2500,44.8906,-77.03829
Lake Trout,Blue Lake,200,49.1873,-81.27148
Lake Trout,Blue Lake,38,49.1873,-81.27148
Lake Trout,Blue Lake,850,49.1873,-81.27148
Lake Trout,Blue Lake,898,49.1873,-81.27148
Lake Trout,Blue Lake,850,49.1873,-81.27148
Lake Trout,Blue Lake,850,49.1873,-81.27148
Lake Trout,Blue Lake,20,49.1873,-81.27148
Lake Trout,Blue Lake,950,49.1873,-81.27148
Lake Trout,Blue Lake,950,49.1873,-81.27148
Lake Trout,Blue Lake,850,49.1873,-81.27148
Lake Trout,Blue Lake,950,49.1873,-81.27148
Lake Trout,Blue Lake,850,49.1873,-81.27148
Splake,Blue Lake,4000,46.7418327,-79.3061092
Splake,Blue Lake,4500,46.7418327,-79.3061092
Splake,Blue Lake,4100,46.7418327,-79.3061092
Splake,Blue Lake,4500,46.7418327,-79.3061092
Splake,Blue Lake,4500,46.7418327,-79.3061092
Splake,Blue Lake,6930,46.7418327,-79.3061092
Splake,Blue Lake,4100,46.7418327,-79.3061092
Splake,Blue Lake,4500,46.7418327,-79.3061092
Splake,Blue Lake,2500,46.7418327,-79.3061092
Splake,Blue Lake,2500,45.2778886,-79.9966487
Splake,Blue Lake,1800,45.2778886,-79.9966487
Brook Trout,Blue Lake,4000,50.3350889,-88.9470755
Brook Trout,Blue Lake,3999,50.3350889,-88.9470755
Brook Trout,Blue Lake,4000,50.3350889,-88.9470755
Brook Trout,Blue Lake,4000,50.3350889,-88.9470755
Brook Trout,Blue Lake,3500,50.3350889,-88.9470755
Brook Trout,Blue Lake,4000,50.3350889,-88.9470755
Brook Trout,Blue Lake,3998,50.3350889,-88.9470755
Brook Trout,Blue Lake,2000,50.3350889,-88.9470755
Brook Trout,Blue Lake,4000,50.3350889,-88.9470755
Brook Trout,Blue Lake,2000,50.3350889,-88.9470755
Brook Trout,Blanche Lake,400,46.28485,-82.7197
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Rainbow Trout,Blakely Lake,600,45.14338,-77.33914
Lake Trout,Blackstone Lake,3000,45.231832,-79.8836812
Lake Trout,Blackstone Lake,3000,45.231832,-79.8836812
Lake Trout,Blackstone Lake,2000,45.231832,-79.8836812
Lake Trout,Blackstone Lake,2000,45.231832,-79.8836812
Lake Trout,Blackstone Lake,3000,45.231832,-79.8836812
Splake,Blackington Lake,500,47.89286,-84.83856
Splake,Blackington Lake,500,47.89286,-84.83856
Splake,Blackington Lake,2000,47.89286,-84.83856
Splake,Blackington Lake,1200,47.89286,-84.83856
Splake,Blackington Lake,1400,47.89286,-84.83856
Splake,Blackington Lake,1000,47.89286,-84.83856
Splake,Blackington Lake,700,47.89286,-84.83856
Splake,Blackington Lake,1700,47.89286,-84.83856
Brook Trout,Blackfox Lake,2450,45.62212,-78.46358
Brook Trout,Blackfox Lake,2450,45.62212,-78.46358
Brook Trout,Blackfox Lake,2450,45.62212,-78.46358
Brook Trout,Blackfox Lake,1750,45.62212,-78.46358
Brook Trout,Blackfox Lake,1793,45.62212,-78.46358
Brook Trout,Blackcat Lake,600,45.18371,-78.69786
Brook Trout,Blackcat Lake,600,45.18371,-78.69786
Brook Trout,Blackcat Lake,600,45.18371,-78.69786
Brook Trout,Blackcat Lake,500,45.18371,-78.69786
Brook Trout,Blackcat Lake,600,45.18371,-78.69786
Brook Trout,Blackcat Lake,600,45.18371,-78.69786
Lake Trout,Black Sturgeon Lake,32528,49.3582444,-88.8721055
Lake Trout,Black Sturgeon Lake,26017,49.3582444,-88.8721055
Lake Trout,Black Sturgeon Lake,29593,49.3582444,-88.8721055
Walleye,Black Lake,5000,45.032,-78.41668
Splake,Black Lake,1500,45.1683415,-78.9067523
Splake,Black Lake,1500,45.1683415,-78.9067523
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Splake,Black Lake,1500,45.1683415,-78.9067523
Brook Trout,Black Lake,500,45.2928303,-76.966558
Brook Trout,Black Lake,500,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,500,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,650,45.2928303,-76.966558
Brook Trout,Black Lake,500,46.45812,-82.2543
Brook Trout,Black Lake,500,46.45812,-82.2543
Brook Trout,Black Lake,500,46.45812,-82.2543
Brook Trout,Black Lake,500,46.45812,-82.2543
Brook Trout,Black Lake,500,46.45812,-82.2543
Brook Trout,Black Lake,500,46.45812,-82.2543
Lake Trout,Bitter Lake,800,45.1719445,-78.5756064
Lake Trout,Birch Lake,110,46.3041415,-81.9744817
Lake Trout,Birch Lake,2300,46.3041415,-81.9744817
Lake Trout,Birch Lake,2700,46.3041415,-81.9744817
Lake Trout,Birch Lake,2000,46.3041415,-81.9744817
Lake Trout,Birch Lake,136,46.3041415,-81.9744817
Lake Trout,Birch Lake,2165,46.3041415,-81.9744817
Lake Trout,Birch Lake,2400,46.3041415,-81.9744817
Lake Trout,Birch Lake,1500,46.3041415,-81.9744817
Lake Trout,Birch Lake,900,46.3041415,-81.9744817
Lake Trout,Birch Lake,2460,46.3041415,-81.9744817
Lake Trout,Birch Lake,1950,46.3041415,-81.9744817
Lake Trout,Birch Lake,2000,46.3041415,-81.9744817
Lake Trout,Birch Lake,1200,46.3041415,-81.9744817
Rainbow Trout,Birch Lake,350,48.32424,-80.7498
Rainbow Trout,Birch Lake,1800,48.32424,-80.7498
Rainbow Trout,Birch Lake,1049,48.32424,-80.7498
Rainbow Trout,Birch Lake,1000,48.32424,-80.7498
Splake,Birch Lake,1000,47.0875395,-81.2796277
Splake,Birch Lake,1000,47.0875395,-81.2796277
Rainbow Trout,Birch Lake,1000,48.32424,-80.7498
Rainbow Trout,Birch Lake,998,48.32424,-80.7498
Rainbow Trout,Birch Lake,1000,48.32424,-80.7498
Splake,Birch Lake,1000,47.0875395,-81.2796277
Rainbow Trout,Birch Lake,733,48.32424,-80.7498
Splake,Birch Lake,910,47.0875395,-81.2796277
Rainbow Trout,Birch Lake,998,48.32424,-80.7498
Rainbow Trout,Birch Lake,1000,48.32424,-80.7498
Splake,Birch Lake,1000,47.0875395,-81.2796277
Rainbow Trout,Birch Lake,1000,48.32424,-80.7498
Brook Trout,Billys Lake,2025,46.2315958,-78.0163665
Brook Trout,Billys Lake,2025,46.2315958,-78.0163665
Brook Trout,Billys Lake,2025,46.2315958,-78.0163665
Brook Trout,Billys Lake,1500,46.2315958,-78.0163665
Brook Trout,Billys Lake,2000,46.2315958,-78.0163665
Brook Trout,Billys Lake,1900,46.2315958,-78.0163665
Brook Trout,Billys Lake,2000,46.2315958,-78.0163665
Brook Trout,Billys Lake,2000,46.2315958,-78.0163665
Brook Trout,Billys Lake,2000,46.2315958,-78.0163665
Brook Trout,Billys Lake,3000,46.2315958,-78.0163665
Splake,Billy Lake,3400,45.63366,-78.11693
Splake,Billy Lake,3400,45.63366,-78.11693
Splake,Billy Lake,3000,45.63366,-78.11693
Splake,Billy Lake,3400,45.63366,-78.11693
Splake,Billy Lake,3400,45.63366,-78.11693
Lake Trout,Bigwind Lake,800,45.0571127,-79.054641
Lake Trout,Bigwind Lake,800,45.0571127,-79.054641
Lake Trout,Bigwind Lake,1000,45.0571127,-79.054641
Lake Trout,Bigwind Lake,800,45.0571127,-79.054641
Lake Trout,Bigwind Lake,800,45.0571127,-79.054641
Brook Trout,Big Buck Lake,500,44.7446681,-77.7604399
Brook Trout,Big Buck Lake,550,44.7446681,-77.7604399
Brook Trout,Big Buck Lake,750,44.7446681,-77.7604399
Brook Trout,Big Buck Lake,750,44.7446681,-77.7604399
Brook Trout,Big Buck Lake,750,44.7446681,-77.7604399
Brook Trout,Big Lake,1000,48.17841,-84.61938
Brook Trout,Big Lake,1000,48.17841,-84.61938
Brook Trout,Big Lake,1000,48.17841,-84.61938
Brook Trout,Big Lake,1000,48.17841,-84.61938
Brook Trout,Big Lake,700,48.17841,-84.61938
Brook Trout,Beyond Lake,800,46.80533,-82.73627
Brook Trout,Beyond Lake,800,46.80533,-82.73627
Brook Trout,Beyond Lake,800,46.80533,-82.73627
Brook Trout,Bews Lake,1000,48.85859,-87.05498
Brook Trout,Bews Lake,1000,48.85859,-87.05498
Brook Trout,Bews Lake,1115,48.85859,-87.05498
Brook Trout,Bews Lake,1500,48.85859,-87.05498
Brook Trout,Bews Lake,1000,48.85859,-87.05498
Brook Trout,Beulah Lake,1796,47.26701,-81.39621
Brook Trout,Beulah Lake,2000,47.26701,-81.39621
Brook Trout,Beulah Lake,1500,47.26701,-81.39621
Brook Trout,Beulah Lake,2000,47.26701,-81.39621
Lake Trout,Lake Bernard,2000,45.7388487,-79.3852639
Lake Trout,Lake Bernard,2025,45.7388487,-79.3852639
Lake Trout,Lake Bernard,1561,45.7388487,-79.3852639
Lake Trout,Lake Bernard,2000,45.7388487,-79.3852639
Lake Trout,Lake Bernard,4000,45.7388487,-79.3852639
Brook Trout,Bernard Lake,1000,46.4007147,-83.1608951
Brook Trout,Bernard Lake,725,46.4007147,-83.1608951
Brook Trout,Bernard Lake,1000,46.4007147,-83.1608951
Brook Trout,Bernard Lake,1400,46.4007147,-83.1608951
Brook Trout,Bernard Lake,1200,46.4007147,-83.1608951
Brook Trout,Berglund Lake,430,49.5966882,-91.6399146
Brook Trout,Berglund Lake,120,49.5966882,-91.6399146
Brook Trout,Berglund Lake,128,49.5966882,-91.6399146
Brook Trout,Berglund Lake,120,49.5966882,-91.6399146
Brook Trout,Berglund Lake,128,49.5966882,-91.6399146
Brook Trout,Berglund Lake,120,49.5966882,-91.6399146
Brook Trout,Berglund Lake,240,49.5966882,-91.6399146
Brook Trout,Benson Lake,500,46.66311,-81.50928
Brook Trout,Benson Lake,500,46.66311,-81.50928
Brook Trout,Benson Lake,600,46.66311,-81.50928
Brook Trout,Benson Lake,400,46.66311,-81.50928
Brook Trout,Bells Lake,8180,44.3209701,-80.7360927
Brook Trout,Bells Lake,1500,44.3209701,-80.7360927
Brook Trout,Bells Lake,1941,44.3209701,-80.7360927
Brook Trout,Bells Lake,1498,44.3209701,-80.7360927
Brook Trout,Bells Lake,2117,44.3209701,-80.7360927
Brook Trout,Bells Lake,1509,44.3209701,-80.7360927
Brook Trout,Bells Lake,1593,44.3209701,-80.7360927
Brook Trout,Bells Lake,836,44.3209701,-80.7360927
Brook Trout,Bells Lake,1513,44.3209701,-80.7360927
Brook Trout,Bells Lake,1025,44.3209701,-80.7360927
Brook Trout,Bells Lake,1772,44.3209701,-80.7360927
Brook Trout,Bells Lake,7361,44.3209701,-80.7360927
Brook Trout,Bells Lake,6793,44.3209701,-80.7360927
Brook Trout,Bells Lake,4005,44.3209701,-80.7360927
Splake,Belle Isle Lake,1000,47.4702094,-79.9382929
Splake,Belle Isle Lake,2000,47.4702094,-79.9382929
Splake,Belle Isle Lake,1500,47.4702094,-79.9382929
Splake,Belle Isle Lake,300,47.4702094,-79.9382929
Splake,Belle Isle Lake,1000,47.4702094,-79.9382929
Splake,Belle Isle Lake,1885,47.4702094,-79.9382929
Splake,Belle Isle Lake,1000,47.4702094,-79.9382929
Splake,Belle Isle Lake,697,47.4702094,-79.9382929
Splake,Belle Isle Lake,1750,47.4702094,-79.9382929
Splake,Belle Isle Lake,1500,47.4702094,-79.9382929
Brook Trout,Bell Lake,8000,48.104474,-89.7070905
Brook Trout,Bell Lake,18000,48.104474,-89.7070905
Brook Trout,Bell Lake,8000,48.104474,-89.7070905
Brook Trout,Bell Lake,8000,48.104474,-89.7070905
Brook Trout,Bell Lake,8000,48.104474,-89.7070905
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1100,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,2000,45.22949,-76.75467
Brook Trout,Belanger Lake,2000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,1000,45.22949,-76.75467
Brook Trout,Belanger Lake,2000,49.1298,-84.60216
Brook Trout,Belanger Lake,1250,49.1298,-84.60216
Brook Trout,Belanger Lake,2000,49.1298,-84.60216
Brook Trout,Belanger Lake,1450,49.1298,-84.60216
Brook Trout,Belanger Lake,1700,49.1298,-84.60216
Brook Trout,Belanger Lake,2500,49.1298,-84.60216
Brook Trout,Belanger Lake,1250,49.1298,-84.60216
Brook Trout,Belanger Lake,1600,49.1298,-84.60216
Brook Trout,Belanger Lake,2000,49.1298,-84.60216
Brook Trout,Beilhartz Lake,550,46.59589,-83.40852
Brook Trout,Beilhartz Lake,550,46.59589,-83.40852
Brook Trout,Beilhartz Lake,900,46.59589,-83.40852
Brook Trout,Beilhartz Lake,800,46.59589,-83.40852
Brook Trout,Beilhartz Lake,550,46.59589,-83.40852
Brook Trout,Beechnut Lake,4610,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,4610,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,1500,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,4430,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,4600,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,4600,45.7476377,-77.5389986
Brook Trout,Beechnut Lake,4600,45.7476377,-77.5389986
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Brook Trout,Beeches Lake,500,45.17727,-77.49192
Brook Trout,Beeches Lake,800,45.17727,-77.49192
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Brook Trout,Beeches Lake,600,45.17727,-77.49192
Splake,Beckett Lake,1000,47.55229,-82.42317
Splake,Beckett Lake,660,47.55229,-82.42317
Rainbow Trout,Beckett Lake,2000,47.55229,-82.42317
Rainbow Trout,Beckett Lake,2000,47.55229,-82.42317
Brook Trout,Beavertail Lake,350,46.71171,-82.7984
Brook Trout,Beavertail Lake,350,46.71171,-82.7984
Brook Trout,Beavertail Lake,300,46.71171,-82.7984
Lake Trout,Beavercross Lake,500,49.382723,-85.7389255
Lake Trout,Beavercross Lake,550,49.382723,-85.7389255
Brook Trout,Beaver Lake,1300,46.082,-77.8797
Brook Trout,Beaver Lake,1300,46.082,-77.8797
Brook Trout,Beaver Lake,1300,46.082,-77.8797
