Species,Official_Waterbody_Name,Number_of_Fish_Stocked,Latitude,Longitude
Chinook Salmon,Lake Ontario,27207,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,17507,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,12521,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,43126,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,24483,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,25004,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,28330,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,10777,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,12515,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,15000,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,30560,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,49984,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,37369,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,12500,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,26920,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,26974,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,11984,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,3546,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,7500,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,22556,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,5000,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,23368,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,7500,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,16955,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,16270,43.7286787,-78.1069847
Brown Trout,Lake Ontario,14840,43.7286787,-78.1069847
Brown Trout,Lake Ontario,11415,43.7286787,-78.1069847
Brown Trout,Lake Ontario,9911,43.7286787,-78.1069847
Brown Trout,Lake Ontario,24509,43.7286787,-78.1069847
Brown Trout,Lake Ontario,9941,43.7286787,-78.1069847
Brown Trout,Lake Ontario,14705,43.7286787,-78.1069847
Brown Trout,Lake Ontario,14706,43.7286787,-78.1069847
Brown Trout,Lake Ontario,9836,43.7286787,-78.1069847
Brown Trout,Lake Ontario,14974,43.7286787,-78.1069847
Brown Trout,Lake Ontario,16960,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,71223,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,24998,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,30006,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,15000,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,15005,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,16994,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,35229,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,29992,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,45010,43.7286787,-78.1069847
Lake Trout,Lake Ontario,36090,43.7286787,-78.1069847
Lake Trout,Lake Ontario,36090,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,19857,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,20009,43.7286787,-78.1069847
Brown Trout,Lake Ontario,10664,43.7286787,-78.1069847
Brown Trout,Lake Ontario,10071,43.7286787,-78.1069847
Brown Trout,Lake Ontario,23114,43.7286787,-78.1069847
Brown Trout,Lake Ontario,25453,43.7286787,-78.1069847
Brown Trout,Lake Ontario,10220,43.7286787,-78.1069847
Brown Trout,Lake Ontario,15332,43.7286787,-78.1069847
Brown Trout,Lake Ontario,15329,43.7286787,-78.1069847
Brown Trout,Lake Ontario,15325,43.7286787,-78.1069847
Brown Trout,Lake Ontario,10208,43.7286787,-78.1069847
Brown Trout,Lake Ontario,18324,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20155,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20541,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20127,43.7286787,-78.1069847
Brown Trout,Lake Ontario,18604,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20173,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20127,43.7286787,-78.1069847
Brown Trout,Lake Ontario,19169,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20173,43.7286787,-78.1069847
Brown Trout,Lake Ontario,161,43.7286787,-78.1069847
Brown Trout,Lake Ontario,200,43.7286787,-78.1069847
Brown Trout,Lake Ontario,197,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20135,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,30005,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,60041,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,80167,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,9626,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,131,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,31245,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,241,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,15479,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,15567,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,18999,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,14812,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,1476,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,8978,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,17752,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,54026,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,62271,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,23759,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,196,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,96,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,124,43.7286787,-78.1069847
Brown Trout,Lake Ontario,21006,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20009,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20029,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20468,43.7286787,-78.1069847
Brown Trout,Lake Ontario,23043,43.7286787,-78.1069847
Brown Trout,Lake Ontario,21043,43.7286787,-78.1069847
Brown Trout,Lake Ontario,8363,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20481,43.7286787,-78.1069847
Brown Trout,Lake Ontario,23469,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,12000,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,6201,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,37637,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,17013,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,29687,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,73538,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,20478,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,18274,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,10964,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,19,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,50,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,24,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,208,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,40,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,14,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,78,43.7286787,-78.1069847
Atlantic Salmon,Lake Ontario,164,43.7286787,-78.1069847
Brown Trout,Lake Ontario,22861,43.7286787,-78.1069847
Brown Trout,Lake Ontario,18977,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20179,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20054,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20184,43.7286787,-78.1069847
Brown Trout,Lake Ontario,22225,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20187,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20012,43.7286787,-78.1069847
Brown Trout,Lake Ontario,14042,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,32470,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,31874,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,30086,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,32438,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,16279,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,16469,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,8496,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,18465,43.7286787,-78.1069847
Chinook Salmon,Lake Ontario,16463,43.7286787,-78.1069847
Rainbow Trout,Lake Ontario,29160,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20003,43.7286787,-78.1069847
Brown Trout,Lake Ontario,15710,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20056,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20214,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20043,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20214,43.7286787,-78.1069847
Brown Trout,Lake Ontario,20099,43.7286787,-78.1069847
Brown Trout,Lake Ontario,19981,43.7286787,-78.1069847
Splake,Oneside Lake,700,45.57146,-78.08098
Splake,Oneside Lake,700,45.57146,-78.08098
Splake,Oneside Lake,800,45.57146,-78.08098
Splake,Oneside Lake,800,45.57146,-78.08098
Splake,Oneside Lake,700,45.57146,-78.08098
Splake,O'Neill Lake,1000,45.6593794,-77.8807152
Splake,O'Neill Lake,1000,45.6593794,-77.8807152
Splake,O'Neill Lake,1000,45.6593794,-77.8807152
Splake,O'Neill Lake,1000,45.6593794,-77.8807152
Splake,O'Neill Lake,1000,45.6593794,-77.8807152
Lake Trout,Onaping Lake,3200,47.13886,-81.52075
Lake Trout,Onaping Lake,5077,47.13886,-81.52075
Lake Trout,Onaping Lake,4500,47.13886,-81.52075
Lake Trout,Onaping Lake,5495,47.13886,-81.52075
Splake,Ompa Lake,1400,46.55117,-82.69961
Splake,Ompa Lake,1500,46.55117,-82.69961
Splake,Ompa Lake,1200,46.55117,-82.69961
Splake,Olmstead Lake,1500,46.36867,-79.05112
Splake,Olmstead Lake,1500,46.36867,-79.05112
Splake,Olmstead Lake,1500,46.36867,-79.05112
Splake,Olmstead Lake,1500,46.36867,-79.05112
Splake,Olmstead Lake,2000,46.36867,-79.05112
Brook Trout,Oliver Lake,875,46.15271,-77.90217
Brook Trout,Oliver Lake,600,46.15271,-77.90217
Brook Trout,Oliver Lake,850,46.15271,-77.90217
Brook Trout,Oliver Lake,850,46.15271,-77.90217
Brook Trout,Oliver Lake,850,46.15271,-77.90217
Brook Trout,Oliver Lake,1300,46.15271,-77.90217
Brook Trout,Oganek Lake,500,48.5545718,-85.1408486
Brook Trout,South Odin Lake,1000,47.1014644,-81.251365
Brook Trout,South Odin Lake,500,47.1014644,-81.251365
Brook Trout,South Odin Lake,500,47.1014644,-81.251365
Brook Trout,South Odin Lake,500,47.1014644,-81.251365
Brook Trout,South Odin Lake,500,47.1014644,-81.251365
Rainbow Trout,O'Connell Lake,700,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,733,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,1000,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,1375,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,525,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,700,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,800,48.1675683,-80.0158889
Rainbow Trout,O'Connell Lake,700,48.1675683,-80.0158889
Splake,Oastler Lake,1860,45.317287,-79.9666933
Splake,Oastler Lake,4200,45.317287,-79.9666933
Splake,Oastler Lake,1000,45.317287,-79.9666933
Brook Trout,Oakley Lake,500,47.93216,-84.72296
Brook Trout,Oakley Lake,500,47.93216,-84.72296
Brook Trout,Oakley Lake,900,47.93216,-84.72296
Brook Trout,Oakley Lake,900,47.93216,-84.72296
Brook Trout,Oakley Lake,900,47.93216,-84.72296
Brook Trout,Oakley Lake,1000,47.93216,-84.72296
Brook Trout,Oakley Lake,750,47.93216,-84.72296
Brook Trout,Oakley Lake,500,47.93216,-84.72296
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,3500,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,1000,50.0658062,-92.0721057
Brook Trout,Nyilas Lake,900,50.0658062,-92.0721057
Brook Trout,Number Nine Lake,500,47.8559,-81.80621
Brook Trout,Nowlan Lake,800,45.1270815,-77.3637062
Brook Trout,Nowlan Lake,800,45.1270815,-77.3637062
Brook Trout,Nowlan Lake,1000,45.1270815,-77.3637062
Brook Trout,Nowlan Lake,1000,45.1270815,-77.3637062
Brook Trout,Nowlan Lake,1000,45.1270815,-77.3637062
Brook Trout,Novick Lake,1500,46.41612,-82.07013
Brook Trout,Novick Lake,750,46.41612,-82.07013
Brook Trout,Novick Lake,500,46.41612,-82.07013
Brook Trout,Novick Lake,500,46.41612,-82.07013
Brook Trout,Novick Lake,500,46.41612,-82.07013
Brook Trout,Novick Lake,500,46.41612,-82.07013
Brook Trout,Norway Lake,1500,46.75228,-79.25225
Brook Trout,Norway Lake,1500,46.75228,-79.25225
Brook Trout,Norway Lake,1500,46.75228,-79.25225
Brook Trout,Norway Lake,1500,46.75228,-79.25225
Brook Trout,Norway Lake,345,46.75228,-79.25225
Brook Trout,Norway Lake,4150,46.75228,-79.25225
Brook Trout,Norway Lake,96,46.75228,-79.25225
Brook Trout,Norwalk Lake,300,47.92618,-84.74938
Brook Trout,Norwalk Lake,100,47.92618,-84.74938
Brook Trout,Norwalk Lake,100,47.92618,-84.74938
Brook Trout,Norwalk Lake,300,47.92618,-84.74938
Brook Trout,Norwalk Lake,300,47.92618,-84.74938
Lake Trout,Northland Lake,60,46.707555,-84.1235725
Lake Trout,Northland Lake,15,46.707555,-84.1235725
Lake Trout,Northland Lake,600,46.707555,-84.1235725
Lake Trout,Northland Lake,178,46.707555,-84.1235725
Lake Trout,Northland Lake,600,46.707555,-84.1235725
Lake Trout,Northland Lake,151,46.707555,-84.1235725
Lake Trout,Northland Lake,550,46.707555,-84.1235725
Lake Trout,Northland Lake,1100,46.707555,-84.1235725
Lake Trout,Northland Lake,1100,46.707555,-84.1235725
Lake Trout,Northland Lake,72,46.707555,-84.1235725
Lake Trout,Northland Lake,1100,46.707555,-84.1235725
Lake Trout,Northland Lake,80,46.707555,-84.1235725
Brook Trout,Northeast Lake,350,45.17172,-77.33831
Brook Trout,Northeast Lake,350,45.17172,-77.33831
Brook Trout,Northeast Lake,400,45.17172,-77.33831
Brook Trout,Northeast Lake,281,45.17172,-77.33831
Brook Trout,Northeast Lake,350,45.17172,-77.33831
Splake,North Lake,1300,44.89283,-77.93555
Splake,North Lake,1300,44.89283,-77.93555
Splake,North Lake,1300,44.89283,-77.93555
Splake,North Lake,1400,44.89283,-77.93555
Splake,North Lake,1400,44.89283,-77.93555
Splake,North Lake,1300,44.89283,-77.93555
Brook Trout,Norn Lake,1000,49.12092,-84.62411
Brook Trout,Norn Lake,800,49.12092,-84.62411
Brook Trout,Norn Lake,650,49.12092,-84.62411
Brook Trout,Norn Lake,500,49.12092,-84.62411
Brook Trout,Norn Lake,550,49.12092,-84.62411
Brook Trout,Norn Lake,1250,49.12092,-84.62411
Brook Trout,Norn Lake,750,49.12092,-84.62411
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,213,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,235,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Splake,Norman Lake,250,49.056794,-81.0186231
Lake Trout,Noble Lake,1000,46.6043826,-79.5500105
Lake Trout,Noble Lake,1500,46.6043826,-79.5500105
Lake Trout,Noble Lake,1000,46.6043826,-79.5500105
Lake Trout,Noble Lake,250,46.6043826,-79.5500105
Lake Trout,Noble Lake,1000,46.6043826,-79.5500105
Lake Trout,Noble Lake,1000,46.6043826,-79.5500105
Brook Trout,No Good Lake,1865,49.0485209,-88.3491589
Brook Trout,No Good Lake,1782,49.0485209,-88.3491589
Brook Trout,No Good Lake,1326,49.0485209,-88.3491589
Brook Trout,No Good Lake,1444,49.0485209,-88.3491589
Brook Trout,No Good Lake,763,49.0485209,-88.3491589
Brook Trout,No Good Lake,2190,49.0485209,-88.3491589
Brook Trout,No Good Lake,2357,49.0485209,-88.3491589
Brook Trout,No Good Lake,1974,49.0485209,-88.3491589
Brook Trout,Niger Lake,1700,45.4025293,-78.8475056
Brook Trout,Niger Lake,1700,45.4025293,-78.8475056
Brook Trout,Niger Lake,1700,45.4025293,-78.8475056
Brook Trout,Niger Lake,1700,45.4025293,-78.8475056
Brook Trout,Niger Lake,2000,45.4025293,-78.8475056
Brook Trout,Niger Lake,260,45.4025293,-78.8475056
Brook Trout,Niger Lake,1500,45.4025293,-78.8475056
Brook Trout,Niger Lake,1500,45.4025293,-78.8475056
Brook Trout,Niger Lake,1600,45.4025293,-78.8475056
Brook Trout,Niger Lake,1500,45.4025293,-78.8475056
Splake,Nezwa Lake,1000,47.8973,-84.80439
Splake,Nezwa Lake,1000,47.8973,-84.80439
Splake,Nezwa Lake,1000,47.8973,-84.80439
Splake,Nezwa Lake,1100,47.8973,-84.80439
Splake,Nezwa Lake,1000,47.8973,-84.80439
Splake,Nezwa Lake,1200,47.8973,-84.80439
Splake,Nezwa Lake,1000,47.8973,-84.80439
Splake,Nezwa Lake,1000,47.8973,-84.80439
Brook Trout,Newcombe Lake,1000,48.4883498,-84.8776898
Brook Trout,Newcombe Lake,1000,48.4883498,-84.8776898
Splake,Neumann Lake,750,46.38204,-82.02357
Splake,Neumann Lake,700,46.38204,-82.02357
Splake,Neumann Lake,500,46.38204,-82.02357
Splake,Neumann Lake,500,46.38204,-82.02357
Splake,Neumann Lake,500,46.38204,-82.02357
Lake Trout,Nettie Lake,499,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2299,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2269,48.222788,-79.9891916
Lake Trout,Nettie Lake,45,48.222788,-79.9891916
Lake Trout,Nettie Lake,500,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,3100,48.222788,-79.9891916
Lake Trout,Nettie Lake,500,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,3375,48.222788,-79.9891916
Lake Trout,Nettie Lake,500,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2300,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,3000,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2300,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2555,48.222788,-79.9891916
Lake Trout,Nettie Lake,500,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,400,48.222788,-79.9891916
Rainbow Trout,Nettie Lake,2300,48.222788,-79.9891916
Splake,Nepahwin Lake,3000,46.46238,-80.98351
Splake,Nepahwin Lake,4000,46.46238,-80.98351
Splake,Nepahwin Lake,3000,46.46238,-80.98351
Splake,Nepahwin Lake,3000,46.46238,-80.98351
Splake,Nepahwin Lake,3570,46.46238,-80.98351
Splake,Nepahwin Lake,2200,46.46238,-80.98351
Splake,Nepahwin Lake,2000,46.46238,-80.98351
Brook Trout,Nelson Lake,1100,48.2378159,-79.875377
Brook Trout,Nelson Lake,800,48.2378159,-79.875377
Brook Trout,Nelson Lake,908,48.2378159,-79.875377
Brook Trout,Nelson Lake,700,48.2378159,-79.875377
Brook Trout,Nelson Lake,1100,48.2378159,-79.875377
Brook Trout,Nelson Lake,500,48.2378159,-79.875377
Brook Trout,Nelson Lake,500,48.2378159,-79.875377
Brook Trout,Nelson Lake,1123,48.2378159,-79.875377
Brook Trout,Nelson Lake,500,48.2378159,-79.875377
Lake Trout,Nellie Lake,3000,48.79535,-80.79285
Lake Trout,Nellie Lake,3000,48.79535,-80.79285
Lake Trout,Nellie Lake,3000,48.79535,-80.79285
Splake,Nellie Lake,2295,48.79535,-80.79285
Splake,Nellie Lake,2700,48.79535,-80.79285
Splake,Nellie Lake,2700,48.79535,-80.79285
Lake Trout,Nellie Lake,2853,48.79535,-80.79285
Splake,Nellie Lake,3000,48.79535,-80.79285
Lake Trout,Nellie Lake,3000,48.79535,-80.79285
Brook Trout,Nehemiah Lake,1000,45.20559,-78.8071991
Brook Trout,Nehemiah Lake,1000,45.20559,-78.8071991
Brook Trout,Nehemiah Lake,998,45.20559,-78.8071991
Brook Trout,Nehemiah Lake,983,45.20559,-78.8071991
Brook Trout,Nehemiah Lake,1000,45.20559,-78.8071991
Lake Trout,Nansen Lake,35,49.2485611,-82.2262829
Lake Trout,Nansen Lake,50,49.2485611,-82.2262829
Brook Trout,Nancy Lake,500,48.04396,-84.85828
Brook Trout,Nancy Lake,700,48.04396,-84.85828
Brook Trout,Nancy Lake,700,48.04396,-84.85828
Brook Trout,Nancy Lake,500,48.04396,-84.85828
Brook Trout,Nancy Lake,700,48.04396,-84.85828
Brook Trout,Nancy Lake,500,48.04396,-84.85828
Brook Trout,Nancy Lake,500,48.04396,-84.85828
Brook Trout,Nameless Lake,750,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,450,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,670,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,500,46.2543656,-81.6230628
Brook Trout,Nameless Lake,750,46.2543656,-81.6230628
Brook Trout,Mystery Lake,750,48.32869,-84.72466
Brook Trout,Mystery Lake,1000,48.32869,-84.72466
Brook Trout,Mystery Lake,550,48.32869,-84.72466
Brook Trout,Mystery Lake,1000,48.32869,-84.72466
Brook Trout,Mystery Lake,500,48.32869,-84.72466
Brook Trout,Mystery Lake,500,48.32869,-84.72466
Brook Trout,Mystery Lake,500,48.32869,-84.72466
Splake,Myrtle Lake,3500,49.63592,-84.57939
Splake,Myrtle Lake,3500,49.63592,-84.57939
Splake,Myrtle Lake,3500,49.63592,-84.57939
Splake,Myrtle Lake,3000,49.63592,-84.57939
Splake,Myrtle Lake,4700,49.63592,-84.57939
Splake,Myrtle Lake,3500,49.63592,-84.57939
Brook Trout,Myra Lake,600,45.64838,-78.35417
Brook Trout,Myra Lake,600,45.64838,-78.35417
Brook Trout,Myra Lake,1000,45.64838,-78.35417
Brook Trout,Myra Lake,550,45.64838,-78.35417
Brook Trout,Myra Lake,550,45.64838,-78.35417
Brook Trout,Mutt Lake,2500,48.7213721,-88.6689721
Brook Trout,Mutt Lake,8000,48.7213721,-88.6689721
Brook Trout,Mutt Lake,2500,48.7213721,-88.6689721
Brook Trout,Mutt Lake,10000,48.7213721,-88.6689721
Brook Trout,Mutt Lake,10000,48.7213721,-88.6689721
Brook Trout,Mutt Lake,2500,48.7213721,-88.6689721
Lake Trout,Muskrat Lake,7357,45.674606,-76.9084871
Lake Trout,Muskrat Lake,7000,45.674606,-76.9084871
Lake Trout,Muskrat Lake,7893,45.674606,-76.9084871
Lake Trout,Muskrat Lake,6687,45.674606,-76.9084871
Lake Trout,Muskrat Lake,7284,45.674606,-76.9084871
Lake Trout,Muskrat Lake,6795,45.674606,-76.9084871
Lake Trout,Muskrat Lake,7050,45.674606,-76.9084871
Lake Trout,Muskrat Lake,6919,45.674606,-76.9084871
Lake Trout,Muskrat Lake,7056,45.674606,-76.9084871
Lake Trout,Muskrat Lake,4655,45.674606,-76.9084871
Lake Trout,Lake Muskoka,3500,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,3000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,3000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,3000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,3000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,3000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,5000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,6000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,6000,45.0237358,-79.4773237
Lake Trout,Lake Muskoka,10000,45.0237358,-79.4773237
Brook Trout,Murray Lake,300,46.51027,-83.21231
Brook Trout,Murray Lake,250,46.51027,-83.21231
Brook Trout,Murray Lake,350,46.51027,-83.21231
Brook Trout,Murray Lake,300,46.51027,-83.21231
Brook Trout,Murphy Lake,2000,49.62564,-84.61411
Brook Trout,Murphy Lake,1500,49.62564,-84.61411
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Murphy Lake,500,45.32497,-76.9594592
Brook Trout,Mug Lake,700,46.74256,-79.37503
Brook Trout,Mug Lake,500,46.74256,-79.37503
Brook Trout,Mug Lake,800,46.74256,-79.37503
Brook Trout,Mug Lake,800,46.74256,-79.37503
Brook Trout,Mug Lake,400,46.74256,-79.37503
Brook Trout,Mug Lake,800,46.74256,-79.37503
Brook Trout,Mug Lake,555,46.74256,-79.37503
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,974,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,500,44.5130482,-75.9822617
Brook Trout,Mud Lake,1000,44.5130482,-75.9822617
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,300,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Mud Lake,500,45.23115,-76.73828
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
Brook Trout,Moyle Lake,1350,46.29034,-82.04902
Brook Trout,Moyle Lake,1250,46.29034,-82.04902
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
Brook Trout,Moyle Lake,2000,46.29034,-82.04902
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
Brook Trout,Moyle Lake,1500,46.29034,-82.04902
